trade_id,entry_time,exit_time,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,qty_a,qty_b,gross_pnl,fees,slippage_cost,net_pnl,return_pct,duration_bars,exit_reason
151,2024-11-10 01:00:00+00:00,2024-11-10 16:00:00+00:00,SHORT_SPREAD,0.22458,30.081,0.26391,32.866,-11131.89064030635,56.454494369016054,-280.5914920655388,3.5965833263718814,1.7982916631859407,-285.9863670550966,-0.06812106289880891,15,stop_z_exit
152,2024-11-11 17:00:00+00:00,2024-11-14 23:00:00+00:00,SHORT_SPREAD,0.32115,34.057,0.36261,31.207,-7784.524365561265,49.86368867235435,-464.85789291238007,3.430820063083482,1.715410031541741,-470.00412300700526,-0.11195351986792948,78,mean_reversion_exit
153,2024-11-16 14:00:00+00:00,2024-11-18 04:00:00+00:00,LONG_SPREAD,0.36764,35.693,0.37315,35.163,6800.1305625068,-47.57817065291156,62.685149845455356,3.3634670316728466,1.681733515836423,57.63994929794609,0.013729656598816422,38,mean_reversion_exit
154,2024-11-19 16:00:00+00:00,2024-11-21 12:00:00+00:00,SHORT_SPREAD,0.39986,34.412,0.38308,34.96,-6252.188265893063,49.34928644410009,131.95512807305266,3.3274187920393707,1.6637093960196854,126.96399988499361,0.030242429774226833,44,mean_reversion_exit
155,2024-11-22 23:00:00+00:00,2024-11-23 10:00:00+00:00,LONG_SPREAD,0.41301,43.208,0.47557,42.194,6053.122200430982,-39.30308380657221,418.53665183882623,3.494098115243137,1.7470490576215685,413.2955046659615,0.09844570340557847,11,no_flip_exit
156,2024-11-25 09:00:00+00:00,2024-11-28 00:00:00+00:00,LONG_SPREAD,0.43212,46.667,0.40847,43.838,5785.429973155605,-36.38990389599443,-33.878380743361824,3.2626571332967393,1.6313285666483694,-38.772366443306936,-0.009235457061879239,63,mean_reversion_exit
157,2024-11-29 19:00:00+00:00,2024-11-30 13:00:00+00:00,SHORT_SPREAD,0.43475,44.471,0.42129,45.346,-5750.431282346176,38.18685536899041,110.81430350824627,3.340971193446493,1.6704855967232464,105.80284671807652,0.025201908924443905,18,mean_reversion_exit
158,2024-12-01 17:00:00+00:00,2024-12-01 21:00:00+00:00,SHORT_SPREAD,0.43613,44.888,0.44988,44.803,-5732.23580125192,37.832107581410895,-82.03397141163376,3.3888071213406157,1.6944035606703078,-87.11718209364469,-0.020751041743975327,4,stop_z_exit
159,2024-12-02 22:00:00+00:00,2024-12-04 23:00:00+00:00,LONG_SPREAD,0.4224,51.442,0.43318,52.815,5918.560606060606,-33.01208438852245,18.476491467892174,3.4022171861710078,1.7011085930855039,13.373165688635662,0.0031854464617057637,49,mean_reversion_exit
160,2024-12-08 05:00:00+00:00,2024-12-09 00:00:00+00:00,SHORT_SPREAD,0.46786,51.001,0.45752,53.274,-5343.478818449964,33.297536227022455,130.93687082679486,3.3667396076359983,1.683369803817999,125.88676141534086,0.02998583492215791,19,mean_reversion_exit
161,2024-12-12 10:00:00+00:00,2024-12-14 23:00:00+00:00,LONG_SPREAD,0.41168,50.521,0.39805,49.83,6072.677808006219,-33.61389610487465,-59.54339631465616,3.3161669957988607,1.65808349789943,-64.51764680835444,-0.015367902748554206,61,mean_reversion_exit
162,2024-12-16 17:00:00+00:00,2024-12-17 09:00:00+00:00,SHORT_SPREAD,0.40907,49.917,0.40292,50.219,-6111.423472755274,34.02062714334539,47.859483754735166,3.3476417061074364,1.673820853053718,42.838021195574015,0.010203883375189026,16,mean_reversion_exit
